period,respondent,respondent-name,fueltype,type-name,value,value-units,total
2021-06-17T13,CAL,California,WND,Wind,844,megawatthours,22993
2021-06-17T12,CAL,California,SUN,Solar,-1,megawatthours,22285
2021-06-17T12,CAL,California,WND,Wind,864,megawatthours,22285
2021-06-17T11,CAL,California,SUN,Solar,-6,megawatthours,22254
2021-06-17T11,CAL,California,WND,Wind,1216,megawatthours,22254
2021-06-17T10,CAL,California,SUN,Solar,-3,megawatthours,23355
2021-06-17T10,CAL,California,WND,Wind,1498,megawatthours,23355
2021-06-17T09,CAL,California,SUN,Solar,-1,megawatthours,24253
2021-06-17T09,CAL,California,WND,Wind,1815,megawatthours,24253
2021-06-17T08,CAL,California,SUN,Solar,-2,megawatthours,25566
2021-06-17T08,CAL,California,WND,Wind,2084,megawatthours,25566
2021-06-17T07,CAL,California,SUN,Solar,1,megawatthours,27180
2021-06-17T07,CAL,California,WND,Wind,2629,megawatthours,27180
2021-06-17T06,CAL,California,SUN,Solar,-3,megawatthours,30056
2021-06-17T06,CAL,California,WND,Wind,2978,megawatthours,30056
2021-06-17T05,CAL,California,SUN,Solar,-4,megawatthours,33885
2021-06-17T05,CAL,California,WND,Wind,2976,megawatthours,33885
2021-06-17T04,CAL,California,SUN,Solar,49,megawatthours,37284
2021-06-17T04,CAL,California,WND,Wind,2776,megawatthours,37284
2021-06-17T03,CAL,California,SUN,Solar,228,megawatthours,39293
2021-06-17T03,CAL,California,WND,Wind,2383,megawatthours,39293
2021-06-17T02,CAL,California,SUN,Solar,2208,megawatthours,40949
2021-06-17T02,CAL,California,WND,Wind,2312,megawatthours,40949
2021-06-17T01,CAL,California,SUN,Solar,6083,megawatthours,43430
2021-06-17T01,CAL,California,WND,Wind,2273,megawatthours,43430
2021-06-17T00,CAL,California,SUN,Solar,8501,megawatthours,43515
2021-06-17T00,CAL,California,WND,Wind,2171,megawatthours,43515
2021-06-16T23,CAL,California,SUN,Solar,10018,megawatthours,43338
2021-06-16T23,CAL,California,WND,Wind,1790,megawatthours,43338
2021-06-16T22,CAL,California,SUN,Solar,11135,megawatthours,42855
2021-06-16T22,CAL,California,WND,Wind,1462,megawatthours,42855
2021-06-16T21,CAL,California,SUN,Solar,11558,megawatthours,40346
2021-06-16T21,CAL,California,WND,Wind,1275,megawatthours,40346
2021-06-16T20,CAL,California,SUN,Solar,11804,megawatthours,38360
2021-06-16T20,CAL,California,WND,Wind,1158,megawatthours,38360
2021-06-16T19,CAL,California,SUN,Solar,12176,megawatthours,36473
2021-06-16T19,CAL,California,WND,Wind,871,megawatthours,36473
2021-06-16T18,CAL,California,SUN,Solar,11728,megawatthours,33828
2021-06-16T18,CAL,California,WND,Wind,650,megawatthours,33828
2021-06-16T17,CAL,California,SUN,Solar,10962,megawatthours,32327
2021-06-16T17,CAL,California,WND,Wind,538,megawatthours,32327
2021-06-16T16,CAL,California,SUN,Solar,9029,megawatthours,29819
2021-06-16T16,CAL,California,WND,Wind,658,megawatthours,29819
2021-06-16T15,CAL,California,SUN,Solar,7433,megawatthours,28386
2021-06-16T15,CAL,California,WND,Wind,565,megawatthours,28386
2021-06-16T14,CAL,California,SUN,Solar,3019,megawatthours,25000
2021-06-16T14,CAL,California,WND,Wind,785,megawatthours,25000
2021-06-16T13,CAL,California,SUN,Solar,310,megawatthours,22615
2021-06-16T13,CAL,California,WND,Wind,650,megawatthours,22615
2021-06-16T12,CAL,California,SUN,Solar,-16,megawatthours,21416
2021-06-16T12,CAL,California,WND,Wind,1120,megawatthours,21416
2021-06-16T11,CAL,California,SUN,Solar,-12,megawatthours,20858
2021-06-16T11,CAL,California,WND,Wind,1745,megawatthours,20858
2021-06-16T10,CAL,California,SUN,Solar,-12,megawatthours,21442
2021-06-16T10,CAL,California,WND,Wind,1911,megawatthours,21442
2021-06-16T09,CAL,California,SUN,Solar,-11,megawatthours,22704
2021-06-16T09,CAL,California,WND,Wind,1938,megawatthours,22704
2021-06-16T08,CAL,California,SUN,Solar,-11,megawatthours,24341
2021-06-16T08,CAL,California,WND,Wind,2073,megawatthours,24341
2021-06-16T07,CAL,California,SUN,Solar,-12,megawatthours,27045
2021-06-16T07,CAL,California,WND,Wind,2154,megawatthours,27045
2021-06-16T06,CAL,California,SUN,Solar,20,megawatthours,29314
2021-06-16T06,CAL,California,WND,Wind,2454,megawatthours,29314
2021-06-16T05,CAL,California,SUN,Solar,19,megawatthours,31815
2021-06-16T05,CAL,California,WND,Wind,2931,megawatthours,31815
2021-06-16T04,CAL,California,SUN,Solar,221,megawatthours,35827
2021-06-16T04,CAL,California,WND,Wind,2902,megawatthours,35827
2021-06-16T03,CAL,California,SUN,Solar,757,megawatthours,38333
2021-06-16T03,CAL,California,WND,Wind,2916,megawatthours,38333
2021-06-16T02,CAL,California,SUN,Solar,3098,megawatthours,39304
2021-06-16T02,CAL,California,WND,Wind,2374,megawatthours,39304
2021-06-16T01,CAL,California,SUN,Solar,5690,megawatthours,40570
2021-06-16T01,CAL,California,WND,Wind,2395,megawatthours,40570
2021-06-16T00,CAL,California,SUN,Solar,7456,megawatthours,40702
2021-06-16T00,CAL,California,WND,Wind,2331,megawatthours,40702
2021-06-15T23,CAL,California,SUN,Solar,10798,megawatthours,40817
2021-06-15T23,CAL,California,WND,Wind,2106,megawatthours,40817
2021-06-15T22,CAL,California,SUN,Solar,11976,megawatthours,38648
2021-06-15T22,CAL,California,WND,Wind,1874,megawatthours,38648
2021-06-15T21,CAL,California,SUN,Solar,12742,megawatthours,36626
2021-06-15T21,CAL,California,WND,Wind,1509,megawatthours,36626
2021-06-15T20,CAL,California,SUN,Solar,13121,megawatthours,34326
2021-06-15T20,CAL,California,WND,Wind,1482,megawatthours,34326
2021-06-15T19,CAL,California,SUN,Solar,12351,megawatthours,32535
2021-06-15T19,CAL,California,WND,Wind,1129,megawatthours,32535
2021-06-15T18,CAL,California,SUN,Solar,12088,megawatthours,31112
2021-06-15T18,CAL,California,WND,Wind,1155,megawatthours,31112
2021-06-15T17,CAL,California,SUN,Solar,11396,megawatthours,29713
2021-06-15T17,CAL,California,WND,Wind,1539,megawatthours,29713
2021-06-15T16,CAL,California,SUN,Solar,10582,megawatthours,28117
2021-06-15T16,CAL,California,WND,Wind,1569,megawatthours,28117
2021-06-15T15,CAL,California,SUN,Solar,8053,megawatthours,25892
2021-06-15T15,CAL,California,WND,Wind,2073,megawatthours,25892
2021-06-15T14,CAL,California,SUN,Solar,3906,megawatthours,22653
2021-06-15T14,CAL,California,WND,Wind,2391,megawatthours,22653
2021-06-15T13,CAL,California,SUN,Solar,313,megawatthours,20092
2021-06-15T13,CAL,California,WND,Wind,3184,megawatthours,20092
2021-06-15T12,CAL,California,SUN,Solar,-17,megawatthours,19751
2021-06-15T12,CAL,California,WND,Wind,3314,megawatthours,19751
2021-06-15T11,CAL,California,SUN,Solar,-14,megawatthours,19319
2021-06-15T11,CAL,California,WND,Wind,3552,megawatthours,19319
2021-06-15T10,CAL,California,SUN,Solar,-13,megawatthours,19767
2021-06-15T10,CAL,California,WND,Wind,3508,megawatthours,19767
2021-06-15T09,CAL,California,SUN,Solar,-14,megawatthours,20276
2021-06-15T09,CAL,California,WND,Wind,3388,megawatthours,20276
2021-06-15T08,CAL,California,SUN,Solar,-15,megawatthours,21296
2021-06-15T08,CAL,California,WND,Wind,3197,megawatthours,21296
2021-06-15T07,CAL,California,SUN,Solar,-14,megawatthours,23486
2021-06-15T07,CAL,California,WND,Wind,3558,megawatthours,23486
2021-06-15T06,CAL,California,SUN,Solar,-14,megawatthours,27272
2021-06-15T06,CAL,California,WND,Wind,3928,megawatthours,27272
2021-06-15T05,CAL,California,SUN,Solar,68,megawatthours,30137
2021-06-15T05,CAL,California,WND,Wind,3782,megawatthours,30137
2021-06-15T04,CAL,California,SUN,Solar,71,megawatthours,34085
2021-06-15T04,CAL,California,WND,Wind,4048,megawatthours,34085
2021-06-15T03,CAL,California,SUN,Solar,214,megawatthours,35674
2021-06-15T03,CAL,California,WND,Wind,4180,megawatthours,35674
2021-06-15T02,CAL,California,SUN,Solar,3249,megawatthours,37843
2021-06-15T02,CAL,California,WND,Wind,4108,megawatthours,37843
2021-06-15T01,CAL,California,SUN,Solar,7709,megawatthours,38780
2021-06-15T01,CAL,California,WND,Wind,3952,megawatthours,38780
2021-06-15T00,CAL,California,SUN,Solar,10103,megawatthours,38647
2021-06-15T00,CAL,California,WND,Wind,4040,megawatthours,38647
2021-06-14T23,CAL,California,SUN,Solar,11058,megawatthours,37945
2021-06-14T23,CAL,California,WND,Wind,3534,megawatthours,37945
2021-06-14T22,CAL,California,SUN,Solar,12438,megawatthours,37548
2021-06-14T22,CAL,California,WND,Wind,2728,megawatthours,37548
2021-06-14T21,CAL,California,SUN,Solar,12592,megawatthours,35712
2021-06-14T21,CAL,California,WND,Wind,2044,megawatthours,35712
2021-06-14T20,CAL,California,SUN,Solar,12984,megawatthours,33611
2021-06-14T20,CAL,California,WND,Wind,1649,megawatthours,33611
2021-06-14T19,CAL,California,SUN,Solar,13127,megawatthours,32843
2021-06-14T19,CAL,California,WND,Wind,1236,megawatthours,32843
2021-06-14T18,CAL,California,SUN,Solar,12113,megawatthours,29735
2021-06-14T18,CAL,California,WND,Wind,1091,megawatthours,29735
2021-06-14T17,CAL,California,SUN,Solar,12310,megawatthours,29671
2021-06-14T17,CAL,California,WND,Wind,1139,megawatthours,29671
2021-06-14T16,CAL,California,SUN,Solar,11372,megawatthours,28400
2021-06-14T16,CAL,California,WND,Wind,1471,megawatthours,28400
2021-06-14T15,CAL,California,SUN,Solar,9662,megawatthours,27070
2021-06-14T15,CAL,California,WND,Wind,1781,megawatthours,27070
2021-06-14T14,CAL,California,SUN,Solar,5265,megawatthours,24078
2021-06-14T14,CAL,California,WND,Wind,1775,megawatthours,24078
2021-06-14T13,CAL,California,SUN,Solar,549,megawatthours,20837
2021-06-14T13,CAL,California,WND,Wind,2255,megawatthours,20837
2021-06-14T12,CAL,California,SUN,Solar,5,megawatthours,20065
2021-06-14T12,CAL,California,WND,Wind,2908,megawatthours,20065
2021-06-14T11,CAL,California,SUN,Solar,-79,megawatthours,19538
2021-06-14T11,CAL,California,WND,Wind,3412,megawatthours,19538
2021-06-14T10,CAL,California,SUN,Solar,5,megawatthours,19997
2021-06-14T10,CAL,California,WND,Wind,3835,megawatthours,19997
2021-06-14T09,CAL,California,SUN,Solar,-90,megawatthours,20453
2021-06-14T09,CAL,California,WND,Wind,4017,megawatthours,20453
2021-06-14T08,CAL,California,SUN,Solar,4,megawatthours,20801
2021-06-14T08,CAL,California,WND,Wind,3824,megawatthours,20801
2021-06-14T07,CAL,California,SUN,Solar,5,megawatthours,22728
2021-06-14T07,CAL,California,WND,Wind,3817,megawatthours,22728
2021-06-14T06,CAL,California,SUN,Solar,4,megawatthours,25956
2021-06-14T06,CAL,California,WND,Wind,3647,megawatthours,25956
2021-06-14T05,CAL,California,SUN,Solar,4,megawatthours,28611
2021-06-14T05,CAL,California,WND,Wind,3699,megawatthours,28611
2021-06-14T04,CAL,California,SUN,Solar,3,megawatthours,30379
2021-06-14T04,CAL,California,WND,Wind,3660,megawatthours,30379
2021-06-14T03,CAL,California,SUN,Solar,289,megawatthours,31194
2021-06-14T03,CAL,California,WND,Wind,3612,megawatthours,31194
2021-06-14T02,CAL,California,SUN,Solar,3848,megawatthours,32937
2021-06-14T02,CAL,California,WND,Wind,3663,megawatthours,32937
2021-06-14T01,CAL,California,SUN,Solar,9000,megawatthours,34095
2021-06-14T01,CAL,California,WND,Wind,3665,megawatthours,34095
2021-06-14T00,CAL,California,SUN,Solar,11419,megawatthours,33661
2021-06-14T00,CAL,California,WND,Wind,3347,megawatthours,33661
2021-06-13T23,CAL,California,SUN,Solar,12458,megawatthours,32376
2021-06-13T23,CAL,California,WND,Wind,3023,megawatthours,32376
2021-06-13T22,CAL,California,SUN,Solar,13096,megawatthours,30404
2021-06-13T22,CAL,California,WND,Wind,2697,megawatthours,30404
2021-06-13T21,CAL,California,SUN,Solar,13404,megawatthours,27993
2021-06-13T21,CAL,California,WND,Wind,2290,megawatthours,27993
2021-06-13T20,CAL,California,SUN,Solar,13540,megawatthours,27038
2021-06-13T20,CAL,California,WND,Wind,2183,megawatthours,27038
2021-06-13T19,CAL,California,SUN,Solar,13542,megawatthours,25689
2021-06-13T19,CAL,California,WND,Wind,1662,megawatthours,25689
2021-06-13T18,CAL,California,SUN,Solar,13371,megawatthours,24716
2021-06-13T18,CAL,California,WND,Wind,1659,megawatthours,24716
2021-06-13T17,CAL,California,SUN,Solar,12921,megawatthours,24467
2021-06-13T17,CAL,California,WND,Wind,1789,megawatthours,24467
2021-06-13T16,CAL,California,SUN,Solar,11796,megawatthours,23738
2021-06-13T16,CAL,California,WND,Wind,2212,megawatthours,23738
2021-06-13T15,CAL,California,SUN,Solar,9854,megawatthours,22861
2021-06-13T15,CAL,California,WND,Wind,2942,megawatthours,22861
2021-06-13T14,CAL,California,SUN,Solar,5304,megawatthours,20156
2021-06-13T14,CAL,California,WND,Wind,3532,megawatthours,20156
2021-06-13T13,CAL,California,SUN,Solar,596,megawatthours,17589
2021-06-13T13,CAL,California,WND,Wind,3666,megawatthours,17589
2021-06-13T12,CAL,California,SUN,Solar,-19,megawatthours,17673
2021-06-13T12,CAL,California,WND,Wind,3377,megawatthours,17673
2021-06-13T11,CAL,California,SUN,Solar,-17,megawatthours,17872
2021-06-13T11,CAL,California,WND,Wind,3510,megawatthours,17872
2021-06-13T10,CAL,California,SUN,Solar,-17,megawatthours,18240
2021-06-13T10,CAL,California,WND,Wind,3516,megawatthours,18240
2021-06-13T09,CAL,California,SUN,Solar,-17,megawatthours,18894
2021-06-13T09,CAL,California,WND,Wind,3310,megawatthours,18894
2021-06-13T08,CAL,California,SUN,Solar,-17,megawatthours,20676
2021-06-13T08,CAL,California,WND,Wind,3347,megawatthours,20676
2021-06-13T07,CAL,California,SUN,Solar,-17,megawatthours,21958
2021-06-13T07,CAL,California,WND,Wind,3560,megawatthours,21958
2021-06-13T06,CAL,California,SUN,Solar,-18,megawatthours,23899
2021-06-13T06,CAL,California,WND,Wind,3590,megawatthours,23899
2021-06-13T05,CAL,California,SUN,Solar,-17,megawatthours,26524
2021-06-13T05,CAL,California,WND,Wind,3924,megawatthours,26524
2021-06-13T04,CAL,California,SUN,Solar,-18,megawatthours,28617
2021-06-13T04,CAL,California,WND,Wind,3949,megawatthours,28617
2021-06-13T03,CAL,California,SUN,Solar,270,megawatthours,29260
2021-06-13T03,CAL,California,WND,Wind,3709,megawatthours,29260
2021-06-13T02,CAL,California,SUN,Solar,3546,megawatthours,31290
2021-06-13T02,CAL,California,WND,Wind,3673,megawatthours,31290
2021-06-13T01,CAL,California,SUN,Solar,8992,megawatthours,31631
2021-06-13T01,CAL,California,WND,Wind,3186,megawatthours,31631
2021-06-13T00,CAL,California,SUN,Solar,11498,megawatthours,30576
2021-06-13T00,CAL,California,WND,Wind,2396,megawatthours,30576
2021-06-12T23,CAL,California,SUN,Solar,12664,megawatthours,29167
2021-06-12T23,CAL,California,WND,Wind,1445,megawatthours,29167
2021-06-12T22,CAL,California,SUN,Solar,13377,megawatthours,27116
2021-06-12T22,CAL,California,WND,Wind,600,megawatthours,27116
2021-06-12T21,CAL,California,SUN,Solar,13630,megawatthours,25253
2021-06-12T21,CAL,California,WND,Wind,462,megawatthours,25253
2021-06-12T20,CAL,California,SUN,Solar,13757,megawatthours,24185
2021-06-12T20,CAL,California,WND,Wind,389,megawatthours,24185
2021-06-12T19,CAL,California,SUN,Solar,13744,megawatthours,23708
2021-06-12T19,CAL,California,WND,Wind,309,megawatthours,23708
2021-06-12T18,CAL,California,SUN,Solar,13532,megawatthours,23167
2021-06-12T18,CAL,California,WND,Wind,259,megawatthours,23167
2021-06-12T17,CAL,California,SUN,Solar,12982,megawatthours,22423
2021-06-12T17,CAL,California,WND,Wind,251,megawatthours,22423
2021-06-12T16,CAL,California,SUN,Solar,12018,megawatthours,21875
2021-06-12T16,CAL,California,WND,Wind,754,megawatthours,21875
2021-06-12T15,CAL,California,SUN,Solar,10312,megawatthours,21310
2021-06-12T15,CAL,California,WND,Wind,1782,megawatthours,21310
2021-06-12T14,CAL,California,SUN,Solar,5749,megawatthours,19010
2021-06-12T14,CAL,California,WND,Wind,2586,megawatthours,19010
2021-06-12T13,CAL,California,SUN,Solar,714,megawatthours,16799
2021-06-12T13,CAL,California,WND,Wind,3236,megawatthours,16799
2021-06-12T12,CAL,California,SUN,Solar,-17,megawatthours,16212
2021-06-12T12,CAL,California,WND,Wind,3644,megawatthours,16212
2021-06-12T11,CAL,California,SUN,Solar,-15,megawatthours,16454
2021-06-12T11,CAL,California,WND,Wind,4041,megawatthours,16454
2021-06-12T10,CAL,California,SUN,Solar,-16,megawatthours,16938
2021-06-12T10,CAL,California,WND,Wind,4257,megawatthours,16938
2021-06-12T09,CAL,California,SUN,Solar,-15,megawatthours,17716
2021-06-12T09,CAL,California,WND,Wind,4533,megawatthours,17716
2021-06-12T08,CAL,California,SUN,Solar,-16,megawatthours,18647
2021-06-12T08,CAL,California,WND,Wind,4629,megawatthours,18647
2021-06-12T07,CAL,California,SUN,Solar,-17,megawatthours,19927
2021-06-12T07,CAL,California,WND,Wind,4704,megawatthours,19927
2021-06-12T06,CAL,California,SUN,Solar,-16,megawatthours,21548
2021-06-12T06,CAL,California,WND,Wind,4744,megawatthours,21548
2021-06-12T05,CAL,California,SUN,Solar,-17,megawatthours,23672
2021-06-12T05,CAL,California,WND,Wind,4676,megawatthours,23672
2021-06-12T04,CAL,California,SUN,Solar,-1,megawatthours,25077
2021-06-12T04,CAL,California,WND,Wind,4879,megawatthours,25077
2021-06-12T03,CAL,California,SUN,Solar,184,megawatthours,25092
2021-06-12T03,CAL,California,WND,Wind,4864,megawatthours,25092
2021-06-12T02,CAL,California,SUN,Solar,3496,megawatthours,26939
2021-06-12T02,CAL,California,WND,Wind,4649,megawatthours,26939
2021-06-12T01,CAL,California,SUN,Solar,8961,megawatthours,27961
2021-06-12T01,CAL,California,WND,Wind,4119,megawatthours,27961
2021-06-12T00,CAL,California,SUN,Solar,11618,megawatthours,27515
2021-06-12T00,CAL,California,WND,Wind,3818,megawatthours,27515
2021-06-11T23,CAL,California,SUN,Solar,12734,megawatthours,27045
2021-06-11T23,CAL,California,WND,Wind,3053,megawatthours,27045
2021-06-11T22,CAL,California,SUN,Solar,13427,megawatthours,25961
2021-06-11T22,CAL,California,WND,Wind,1977,megawatthours,25961
2021-06-11T21,CAL,California,SUN,Solar,13477,megawatthours,24626
2021-06-11T21,CAL,California,WND,Wind,1435,megawatthours,24626
2021-06-11T20,CAL,California,SUN,Solar,13640,megawatthours,24134
2021-06-11T20,CAL,California,WND,Wind,1051,megawatthours,24134
2021-06-11T19,CAL,California,SUN,Solar,13661,megawatthours,23890
2021-06-11T19,CAL,California,WND,Wind,1001,megawatthours,23890
2021-06-11T18,CAL,California,SUN,Solar,13364,megawatthours,23816
2021-06-11T18,CAL,California,WND,Wind,1253,megawatthours,23816
2021-06-11T17,CAL,California,SUN,Solar,12709,megawatthours,23599
2021-06-11T17,CAL,California,WND,Wind,1464,megawatthours,23599
2021-06-11T16,CAL,California,SUN,Solar,11697,megawatthours,23371
2021-06-11T16,CAL,California,WND,Wind,2114,megawatthours,23371
2021-06-11T15,CAL,California,SUN,Solar,10063,megawatthours,22504
2021-06-11T15,CAL,California,WND,Wind,2439,megawatthours,22504
2021-06-11T14,CAL,California,SUN,Solar,5666,megawatthours,20366
2021-06-11T14,CAL,California,WND,Wind,3248,megawatthours,20366
2021-06-11T13,CAL,California,SUN,Solar,713,megawatthours,17361
2021-06-11T13,CAL,California,WND,Wind,3699,megawatthours,17361
2021-06-11T12,CAL,California,SUN,Solar,-15,megawatthours,16213
2021-06-11T12,CAL,California,WND,Wind,4202,megawatthours,16213
2021-06-11T11,CAL,California,SUN,Solar,-14,megawatthours,15559
2021-06-11T11,CAL,California,WND,Wind,4270,megawatthours,15559
2021-06-11T10,CAL,California,SUN,Solar,-13,megawatthours,15374
2021-06-11T10,CAL,California,WND,Wind,4053,megawatthours,15374
2021-06-11T09,CAL,California,SUN,Solar,-14,megawatthours,15499
2021-06-11T09,CAL,California,WND,Wind,3970,megawatthours,15499
2021-06-11T08,CAL,California,SUN,Solar,7,megawatthours,16324
2021-06-11T08,CAL,California,WND,Wind,4323,megawatthours,16324
2021-06-11T07,CAL,California,SUN,Solar,6,megawatthours,17564
2021-06-11T07,CAL,California,WND,Wind,4240,megawatthours,17564
2021-06-11T06,CAL,California,SUN,Solar,14,megawatthours,18644
2021-06-11T06,CAL,California,WND,Wind,4117,megawatthours,18644
2021-06-11T05,CAL,California,SUN,Solar,13,megawatthours,21374
2021-06-11T05,CAL,California,WND,Wind,4466,megawatthours,21374
2021-06-11T04,CAL,California,SUN,Solar,10,megawatthours,22821
2021-06-11T04,CAL,California,WND,Wind,4711,megawatthours,22821
2021-06-11T03,CAL,California,SUN,Solar,199,megawatthours,23090
2021-06-11T03,CAL,California,WND,Wind,4485,megawatthours,23090
2021-06-11T02,CAL,California,SUN,Solar,3407,megawatthours,23402
2021-06-11T02,CAL,California,WND,Wind,4255,megawatthours,23402
2021-06-11T01,CAL,California,SUN,Solar,8885,megawatthours,25796
2021-06-11T01,CAL,California,WND,Wind,4043,megawatthours,25796
2021-06-11T00,CAL,California,SUN,Solar,11629,megawatthours,26368
2021-06-11T00,CAL,California,WND,Wind,4059,megawatthours,26368
2021-06-10T23,CAL,California,SUN,Solar,12557,megawatthours,25607
2021-06-10T23,CAL,California,WND,Wind,3295,megawatthours,25607
2021-06-10T22,CAL,California,SUN,Solar,13148,megawatthours,25292
2021-06-10T22,CAL,California,WND,Wind,3012,megawatthours,25292
2021-06-10T21,CAL,California,SUN,Solar,12855,megawatthours,24658
2021-06-10T21,CAL,California,WND,Wind,2810,megawatthours,24658
2021-06-10T20,CAL,California,SUN,Solar,12215,megawatthours,23711
2021-06-10T20,CAL,California,WND,Wind,2562,megawatthours,23711
2021-06-10T19,CAL,California,SUN,Solar,11253,megawatthours,23179
2021-06-10T19,CAL,California,WND,Wind,3008,megawatthours,23179
2021-06-10T18,CAL,California,SUN,Solar,11111,megawatthours,23047
2021-06-10T18,CAL,California,WND,Wind,3025,megawatthours,23047
2021-06-10T17,CAL,California,SUN,Solar,10184,megawatthours,22343
2021-06-10T17,CAL,California,WND,Wind,2909,megawatthours,22343
2021-06-10T16,CAL,California,SUN,Solar,9751,megawatthours,22157
2021-06-10T16,CAL,California,WND,Wind,3303,megawatthours,22157
2021-06-10T15,CAL,California,SUN,Solar,8967,megawatthours,21685
2021-06-10T15,CAL,California,WND,Wind,3465,megawatthours,21685
2021-06-10T14,CAL,California,SUN,Solar,5204,megawatthours,19013
2021-06-10T14,CAL,California,WND,Wind,3431,megawatthours,19013
2021-06-10T13,CAL,California,SUN,Solar,533,megawatthours,15783
2021-06-10T13,CAL,California,WND,Wind,4012,megawatthours,15783
2021-06-10T12,CAL,California,SUN,Solar,-9,megawatthours,15423
2021-06-10T12,CAL,California,WND,Wind,4564,megawatthours,15423
2021-06-10T11,CAL,California,SUN,Solar,-9,megawatthours,14875
2021-06-10T11,CAL,California,WND,Wind,4847,megawatthours,14875
2021-06-10T10,CAL,California,SUN,Solar,-7,megawatthours,15117
2021-06-10T10,CAL,California,WND,Wind,5024,megawatthours,15117
2021-06-10T09,CAL,California,SUN,Solar,-7,megawatthours,15277
2021-06-10T09,CAL,California,WND,Wind,5190,megawatthours,15277
2021-06-10T08,CAL,California,SUN,Solar,-7,megawatthours,16282
2021-06-10T08,CAL,California,WND,Wind,5308,megawatthours,16282
2021-06-10T07,CAL,California,SUN,Solar,-7,megawatthours,17626
2021-06-10T07,CAL,California,WND,Wind,5212,megawatthours,17626
2021-06-10T06,CAL,California,SUN,Solar,-8,megawatthours,20262
2021-06-10T06,CAL,California,WND,Wind,5332,megawatthours,20262
2021-06-10T05,CAL,California,SUN,Solar,-9,megawatthours,22091
2021-06-10T05,CAL,California,WND,Wind,4906,megawatthours,22091
2021-06-10T04,CAL,California,SUN,Solar,-11,megawatthours,23902
2021-06-10T04,CAL,California,WND,Wind,5320,megawatthours,23902
2021-06-10T03,CAL,California,SUN,Solar,149,megawatthours,23349
2021-06-10T03,CAL,California,WND,Wind,5237,megawatthours,23349
2021-06-10T02,CAL,California,SUN,Solar,2898,megawatthours,24331
2021-06-10T02,CAL,California,WND,Wind,5439,megawatthours,24331
2021-06-10T01,CAL,California,SUN,Solar,7752,megawatthours,26464
2021-06-10T01,CAL,California,WND,Wind,4887,megawatthours,26464
2021-06-10T00,CAL,California,SUN,Solar,10168,megawatthours,27198
2021-06-10T00,CAL,California,WND,Wind,4753,megawatthours,27198
2021-06-09T23,CAL,California,SUN,Solar,11165,megawatthours,26957
2021-06-09T23,CAL,California,WND,Wind,4152,megawatthours,26957
2021-06-09T22,CAL,California,SUN,Solar,12024,megawatthours,27004
2021-06-09T22,CAL,California,WND,Wind,4246,megawatthours,27004
2021-06-09T21,CAL,California,SUN,Solar,12623,megawatthours,26621
2021-06-09T21,CAL,California,WND,Wind,3906,megawatthours,26621
2021-06-09T20,CAL,California,SUN,Solar,12813,megawatthours,25987
2021-06-09T20,CAL,California,WND,Wind,3249,megawatthours,25987
2021-06-09T19,CAL,California,SUN,Solar,13091,megawatthours,25633
2021-06-09T19,CAL,California,WND,Wind,2669,megawatthours,25633
2021-06-09T18,CAL,California,SUN,Solar,12482,megawatthours,24352
2021-06-09T18,CAL,California,WND,Wind,1891,megawatthours,24352
2021-06-09T17,CAL,California,SUN,Solar,11536,megawatthours,23329
2021-06-09T17,CAL,California,WND,Wind,1963,megawatthours,23329
2021-06-09T16,CAL,California,SUN,Solar,10054,megawatthours,21979
2021-06-09T16,CAL,California,WND,Wind,1819,megawatthours,21979
2021-06-09T15,CAL,California,SUN,Solar,7671,megawatthours,21245
2021-06-09T15,CAL,California,WND,Wind,1859,megawatthours,21245
2021-06-09T14,CAL,California,SUN,Solar,4041,megawatthours,19146
2021-06-09T14,CAL,California,WND,Wind,1899,megawatthours,19146
2021-06-09T13,CAL,California,SUN,Solar,546,megawatthours,15911
2021-06-09T13,CAL,California,WND,Wind,2071,megawatthours,15911
2021-06-09T12,CAL,California,SUN,Solar,4,megawatthours,15090
2021-06-09T12,CAL,California,WND,Wind,2083,megawatthours,15090
2021-06-09T11,CAL,California,SUN,Solar,6,megawatthours,14634
2021-06-09T11,CAL,California,WND,Wind,2343,megawatthours,14634
2021-06-09T10,CAL,California,SUN,Solar,6,megawatthours,14677
2021-06-09T10,CAL,California,WND,Wind,2510,megawatthours,14677
2021-06-09T09,CAL,California,SUN,Solar,6,megawatthours,15058
2021-06-09T09,CAL,California,WND,Wind,2890,megawatthours,15058
2021-06-09T08,CAL,California,SUN,Solar,6,megawatthours,16172
2021-06-09T08,CAL,California,WND,Wind,3115,megawatthours,16172
2021-06-09T07,CAL,California,SUN,Solar,6,megawatthours,17679
2021-06-09T07,CAL,California,WND,Wind,3357,megawatthours,17679
2021-06-09T06,CAL,California,SUN,Solar,2,megawatthours,19206
2021-06-09T06,CAL,California,WND,Wind,3314,megawatthours,19206
2021-06-09T05,CAL,California,SUN,Solar,2,megawatthours,21103
2021-06-09T05,CAL,California,WND,Wind,3539,megawatthours,21103
2021-06-09T04,CAL,California,SUN,Solar,-1,megawatthours,23087
2021-06-09T04,CAL,California,WND,Wind,3534,megawatthours,23087
2021-06-09T03,CAL,California,SUN,Solar,201,megawatthours,22696
2021-06-09T03,CAL,California,WND,Wind,3845,megawatthours,22696
2021-06-09T02,CAL,California,SUN,Solar,3173,megawatthours,23473
