period,respondent,respondent-name,fueltype,type-name,value,value-units,total
2021-10-30T04,CAL,California,WND,Wind,1048,megawatthours,23420
2021-10-30T03,CAL,California,SUN,Solar,-66,megawatthours,24628
2021-10-30T03,CAL,California,WND,Wind,691,megawatthours,24628
2021-10-30T02,CAL,California,SUN,Solar,-68,megawatthours,25675
2021-10-30T02,CAL,California,WND,Wind,501,megawatthours,25675
2021-10-30T01,CAL,California,SUN,Solar,136,megawatthours,26117
2021-10-30T01,CAL,California,WND,Wind,340,megawatthours,26117
2021-10-30T00,CAL,California,SUN,Solar,3908,megawatthours,27174
2021-10-30T00,CAL,California,WND,Wind,316,megawatthours,27174
2021-10-29T23,CAL,California,SUN,Solar,9919,megawatthours,26839
2021-10-29T23,CAL,California,WND,Wind,209,megawatthours,26839
2021-10-29T22,CAL,California,SUN,Solar,11679,megawatthours,25864
2021-10-29T22,CAL,California,WND,Wind,191,megawatthours,25864
2021-10-29T21,CAL,California,SUN,Solar,11999,megawatthours,24985
2021-10-29T21,CAL,California,WND,Wind,94,megawatthours,24985
2021-10-29T20,CAL,California,SUN,Solar,11974,megawatthours,24766
2021-10-29T20,CAL,California,WND,Wind,127,megawatthours,24766
2021-10-29T19,CAL,California,SUN,Solar,11796,megawatthours,24453
2021-10-29T19,CAL,California,WND,Wind,136,megawatthours,24453
2021-10-29T18,CAL,California,SUN,Solar,12193,megawatthours,24396
2021-10-29T18,CAL,California,WND,Wind,139,megawatthours,24396
2021-10-29T17,CAL,California,SUN,Solar,11383,megawatthours,24089
2021-10-29T17,CAL,California,WND,Wind,191,megawatthours,24089
2021-10-29T16,CAL,California,SUN,Solar,9539,megawatthours,24149
2021-10-29T16,CAL,California,WND,Wind,212,megawatthours,24149
2021-10-29T15,CAL,California,SUN,Solar,3637,megawatthours,23840
2021-10-29T15,CAL,California,WND,Wind,364,megawatthours,23840
2021-10-29T14,CAL,California,SUN,Solar,17,megawatthours,22441
2021-10-29T14,CAL,California,WND,Wind,412,megawatthours,22441
2021-10-29T13,CAL,California,SUN,Solar,-37,megawatthours,20158
2021-10-29T13,CAL,California,WND,Wind,423,megawatthours,20158
2021-10-29T12,CAL,California,SUN,Solar,-56,megawatthours,18387
2021-10-29T12,CAL,California,WND,Wind,430,megawatthours,18387
2021-10-29T11,CAL,California,SUN,Solar,-55,megawatthours,17197
2021-10-29T11,CAL,California,WND,Wind,372,megawatthours,17197
2021-10-29T10,CAL,California,SUN,Solar,-57,megawatthours,16964
2021-10-29T10,CAL,California,WND,Wind,474,megawatthours,16964
2021-10-29T09,CAL,California,SUN,Solar,-58,megawatthours,17446
2021-10-29T09,CAL,California,WND,Wind,501,megawatthours,17446
2021-10-29T08,CAL,California,SUN,Solar,-57,megawatthours,17847
2021-10-29T08,CAL,California,WND,Wind,453,megawatthours,17847
2021-10-29T07,CAL,California,SUN,Solar,-59,megawatthours,18900
2021-10-29T07,CAL,California,WND,Wind,409,megawatthours,18900
2021-10-29T06,CAL,California,SUN,Solar,-60,megawatthours,20473
2021-10-29T06,CAL,California,WND,Wind,457,megawatthours,20473
2021-10-29T05,CAL,California,SUN,Solar,-59,megawatthours,22252
2021-10-29T05,CAL,California,WND,Wind,485,megawatthours,22252
2021-10-29T04,CAL,California,SUN,Solar,-59,megawatthours,23578
2021-10-29T04,CAL,California,WND,Wind,511,megawatthours,23578
2021-10-29T03,CAL,California,SUN,Solar,-60,megawatthours,25102
2021-10-29T03,CAL,California,WND,Wind,527,megawatthours,25102
2021-10-29T02,CAL,California,SUN,Solar,-61,megawatthours,26575
2021-10-29T02,CAL,California,WND,Wind,496,megawatthours,26575
2021-10-29T01,CAL,California,SUN,Solar,342,megawatthours,26950
2021-10-29T01,CAL,California,WND,Wind,506,megawatthours,26950
2021-10-29T00,CAL,California,SUN,Solar,4290,megawatthours,26982
2021-10-29T00,CAL,California,WND,Wind,662,megawatthours,26982
2021-10-28T23,CAL,California,SUN,Solar,10390,megawatthours,27904
2021-10-28T23,CAL,California,WND,Wind,800,megawatthours,27904
2021-10-28T22,CAL,California,SUN,Solar,11942,megawatthours,27156
2021-10-28T22,CAL,California,WND,Wind,857,megawatthours,27156
2021-10-28T21,CAL,California,SUN,Solar,12247,megawatthours,26372
2021-10-28T21,CAL,California,WND,Wind,907,megawatthours,26372
2021-10-28T20,CAL,California,SUN,Solar,12318,megawatthours,25834
2021-10-28T20,CAL,California,WND,Wind,944,megawatthours,25834
2021-10-28T19,CAL,California,SUN,Solar,12255,megawatthours,25084
2021-10-28T19,CAL,California,WND,Wind,852,megawatthours,25084
2021-10-28T18,CAL,California,SUN,Solar,12107,megawatthours,25190
2021-10-28T18,CAL,California,WND,Wind,861,megawatthours,25190
2021-10-28T17,CAL,California,SUN,Solar,11688,megawatthours,25013
2021-10-28T17,CAL,California,WND,Wind,772,megawatthours,25013
2021-10-28T16,CAL,California,SUN,Solar,9920,megawatthours,24489
2021-10-28T16,CAL,California,WND,Wind,772,megawatthours,24489
2021-10-28T15,CAL,California,SUN,Solar,3911,megawatthours,23390
2021-10-28T15,CAL,California,WND,Wind,880,megawatthours,23390
2021-10-28T14,CAL,California,SUN,Solar,25,megawatthours,21522
2021-10-28T14,CAL,California,WND,Wind,905,megawatthours,21522
2021-10-28T13,CAL,California,SUN,Solar,-38,megawatthours,20071
2021-10-28T13,CAL,California,WND,Wind,891,megawatthours,20071
2021-10-28T12,CAL,California,SUN,Solar,-38,megawatthours,18374
2021-10-28T12,CAL,California,WND,Wind,939,megawatthours,18374
2021-10-28T11,CAL,California,SUN,Solar,-37,megawatthours,17504
2021-10-28T11,CAL,California,WND,Wind,928,megawatthours,17504
2021-10-28T10,CAL,California,SUN,Solar,-36,megawatthours,17681
2021-10-28T10,CAL,California,WND,Wind,825,megawatthours,17681
2021-10-28T09,CAL,California,SUN,Solar,-36,megawatthours,17766
2021-10-28T09,CAL,California,WND,Wind,776,megawatthours,17766
2021-10-28T08,CAL,California,SUN,Solar,-36,megawatthours,18345
2021-10-28T08,CAL,California,WND,Wind,779,megawatthours,18345
2021-10-28T07,CAL,California,SUN,Solar,-36,megawatthours,19516
2021-10-28T07,CAL,California,WND,Wind,635,megawatthours,19516
2021-10-28T06,CAL,California,SUN,Solar,-36,megawatthours,20301
2021-10-28T06,CAL,California,WND,Wind,529,megawatthours,20301
2021-10-28T05,CAL,California,SUN,Solar,-36,megawatthours,21599
2021-10-28T05,CAL,California,WND,Wind,564,megawatthours,21599
2021-10-28T04,CAL,California,SUN,Solar,44,megawatthours,22903
2021-10-28T04,CAL,California,WND,Wind,534,megawatthours,22903
2021-10-28T03,CAL,California,SUN,Solar,43,megawatthours,24201
2021-10-28T03,CAL,California,WND,Wind,493,megawatthours,24201
2021-10-28T02,CAL,California,SUN,Solar,42,megawatthours,25079
2021-10-28T02,CAL,California,WND,Wind,489,megawatthours,25079
2021-10-28T01,CAL,California,SUN,Solar,225,megawatthours,24164
2021-10-28T01,CAL,California,WND,Wind,412,megawatthours,24164
2021-10-28T00,CAL,California,SUN,Solar,4390,megawatthours,23851
2021-10-28T00,CAL,California,WND,Wind,412,megawatthours,23851
2021-10-27T23,CAL,California,SUN,Solar,10544,megawatthours,25873
2021-10-27T23,CAL,California,WND,Wind,521,megawatthours,25873
2021-10-27T22,CAL,California,SUN,Solar,11733,megawatthours,25136
2021-10-27T22,CAL,California,WND,Wind,462,megawatthours,25136
2021-10-27T21,CAL,California,SUN,Solar,12139,megawatthours,24441
2021-10-27T21,CAL,California,WND,Wind,444,megawatthours,24441
2021-10-27T20,CAL,California,SUN,Solar,12316,megawatthours,23869
2021-10-27T20,CAL,California,WND,Wind,463,megawatthours,23869
2021-10-27T19,CAL,California,SUN,Solar,12237,megawatthours,23986
2021-10-27T19,CAL,California,WND,Wind,398,megawatthours,23986
2021-10-27T18,CAL,California,SUN,Solar,12164,megawatthours,23594
2021-10-27T18,CAL,California,WND,Wind,343,megawatthours,23594
2021-10-27T17,CAL,California,SUN,Solar,11814,megawatthours,23636
2021-10-27T17,CAL,California,WND,Wind,471,megawatthours,23636
2021-10-27T16,CAL,California,SUN,Solar,10145,megawatthours,24090
2021-10-27T16,CAL,California,WND,Wind,674,megawatthours,24090
2021-10-27T15,CAL,California,SUN,Solar,4138,megawatthours,22806
2021-10-27T15,CAL,California,WND,Wind,953,megawatthours,22806
2021-10-27T14,CAL,California,SUN,Solar,40,megawatthours,20883
2021-10-27T14,CAL,California,WND,Wind,1077,megawatthours,20883
2021-10-27T13,CAL,California,SUN,Solar,-35,megawatthours,19485
2021-10-27T13,CAL,California,WND,Wind,1564,megawatthours,19485
2021-10-27T12,CAL,California,SUN,Solar,-35,megawatthours,17415
2021-10-27T12,CAL,California,WND,Wind,1384,megawatthours,17415
2021-10-27T11,CAL,California,SUN,Solar,-35,megawatthours,16713
2021-10-27T11,CAL,California,WND,Wind,1262,megawatthours,16713
2021-10-27T10,CAL,California,SUN,Solar,-35,megawatthours,16530
2021-10-27T10,CAL,California,WND,Wind,1510,megawatthours,16530
2021-10-27T09,CAL,California,SUN,Solar,-34,megawatthours,16666
2021-10-27T09,CAL,California,WND,Wind,1058,megawatthours,16666
2021-10-27T08,CAL,California,SUN,Solar,-35,megawatthours,17456
2021-10-27T08,CAL,California,WND,Wind,1074,megawatthours,17456
2021-10-27T07,CAL,California,SUN,Solar,-35,megawatthours,18180
2021-10-27T07,CAL,California,WND,Wind,1099,megawatthours,18180
2021-10-27T06,CAL,California,SUN,Solar,-53,megawatthours,19166
2021-10-27T06,CAL,California,WND,Wind,1060,megawatthours,19166
2021-10-27T05,CAL,California,SUN,Solar,-52,megawatthours,20493
2021-10-27T05,CAL,California,WND,Wind,1223,megawatthours,20493
2021-10-27T04,CAL,California,SUN,Solar,-54,megawatthours,21953
2021-10-27T04,CAL,California,WND,Wind,1437,megawatthours,21953
2021-10-27T03,CAL,California,SUN,Solar,-53,megawatthours,23099
2021-10-27T03,CAL,California,WND,Wind,1751,megawatthours,23099
2021-10-27T02,CAL,California,SUN,Solar,-55,megawatthours,23747
2021-10-27T02,CAL,California,WND,Wind,1749,megawatthours,23747
2021-10-27T01,CAL,California,SUN,Solar,223,megawatthours,22933
2021-10-27T01,CAL,California,WND,Wind,2156,megawatthours,22933
2021-10-27T00,CAL,California,SUN,Solar,4606,megawatthours,22364
2021-10-27T00,CAL,California,WND,Wind,1652,megawatthours,22364
2021-10-26T23,CAL,California,SUN,Solar,9876,megawatthours,24122
2021-10-26T23,CAL,California,WND,Wind,1999,megawatthours,24122
2021-10-26T22,CAL,California,SUN,Solar,11338,megawatthours,24361
2021-10-26T22,CAL,California,WND,Wind,2019,megawatthours,24361
2021-10-26T21,CAL,California,SUN,Solar,11124,megawatthours,23827
2021-10-26T21,CAL,California,WND,Wind,2014,megawatthours,23827
2021-10-26T20,CAL,California,SUN,Solar,11009,megawatthours,23539
2021-10-26T20,CAL,California,WND,Wind,2141,megawatthours,23539
2021-10-26T19,CAL,California,SUN,Solar,11912,megawatthours,24708
2021-10-26T19,CAL,California,WND,Wind,2290,megawatthours,24708
2021-10-26T18,CAL,California,SUN,Solar,11475,megawatthours,24503
2021-10-26T18,CAL,California,WND,Wind,2405,megawatthours,24503
2021-10-26T17,CAL,California,SUN,Solar,11170,megawatthours,24088
2021-10-26T17,CAL,California,WND,Wind,2654,megawatthours,24088
2021-10-26T16,CAL,California,SUN,Solar,9665,megawatthours,25112
2021-10-26T16,CAL,California,WND,Wind,2715,megawatthours,25112
2021-10-26T15,CAL,California,SUN,Solar,4031,megawatthours,23588
2021-10-26T15,CAL,California,WND,Wind,2933,megawatthours,23588
2021-10-26T14,CAL,California,SUN,Solar,51,megawatthours,21089
2021-10-26T14,CAL,California,WND,Wind,3040,megawatthours,21089
2021-10-26T13,CAL,California,SUN,Solar,-26,megawatthours,19238
2021-10-26T13,CAL,California,WND,Wind,3231,megawatthours,19238
2021-10-26T12,CAL,California,SUN,Solar,-25,megawatthours,17783
2021-10-26T12,CAL,California,WND,Wind,3202,megawatthours,17783
2021-10-26T11,CAL,California,SUN,Solar,-26,megawatthours,16618
2021-10-26T11,CAL,California,WND,Wind,3256,megawatthours,16618
2021-10-26T10,CAL,California,SUN,Solar,-24,megawatthours,16331
2021-10-26T10,CAL,California,WND,Wind,3085,megawatthours,16331
2021-10-26T09,CAL,California,SUN,Solar,-23,megawatthours,16741
2021-10-26T09,CAL,California,WND,Wind,3141,megawatthours,16741
2021-10-26T08,CAL,California,SUN,Solar,-25,megawatthours,17578
2021-10-26T08,CAL,California,WND,Wind,3295,megawatthours,17578
2021-10-26T07,CAL,California,SUN,Solar,-24,megawatthours,18599
2021-10-26T07,CAL,California,WND,Wind,3122,megawatthours,18599
2021-10-26T06,CAL,California,SUN,Solar,-25,megawatthours,19960
2021-10-26T06,CAL,California,WND,Wind,3219,megawatthours,19960
2021-10-26T05,CAL,California,SUN,Solar,-25,megawatthours,22912
2021-10-26T05,CAL,California,WND,Wind,3360,megawatthours,22912
2021-10-26T04,CAL,California,SUN,Solar,-46,megawatthours,22691
2021-10-26T04,CAL,California,WND,Wind,3215,megawatthours,22691
2021-10-26T03,CAL,California,SUN,Solar,-43,megawatthours,23852
2021-10-26T03,CAL,California,WND,Wind,3546,megawatthours,23852
2021-10-26T02,CAL,California,SUN,Solar,-44,megawatthours,24952
2021-10-26T02,CAL,California,WND,Wind,3997,megawatthours,24952
2021-10-26T01,CAL,California,SUN,Solar,96,megawatthours,24509
2021-10-26T01,CAL,California,WND,Wind,4167,megawatthours,24509
2021-10-26T00,CAL,California,SUN,Solar,3124,megawatthours,24343
2021-10-26T00,CAL,California,WND,Wind,4382,megawatthours,24343
2021-10-25T23,CAL,California,SUN,Solar,6804,megawatthours,24952
2021-10-25T23,CAL,California,WND,Wind,4625,megawatthours,24952
2021-10-25T22,CAL,California,SUN,Solar,6692,megawatthours,26366
2021-10-25T22,CAL,California,WND,Wind,4344,megawatthours,26366
2021-10-25T21,CAL,California,SUN,Solar,7812,megawatthours,25105
2021-10-25T21,CAL,California,WND,Wind,4374,megawatthours,25105
2021-10-25T20,CAL,California,SUN,Solar,7772,megawatthours,25218
2021-10-25T20,CAL,California,WND,Wind,4255,megawatthours,25218
2021-10-25T19,CAL,California,SUN,Solar,7133,megawatthours,25088
2021-10-25T19,CAL,California,WND,Wind,4201,megawatthours,25088
2021-10-25T18,CAL,California,SUN,Solar,6409,megawatthours,24641
2021-10-25T18,CAL,California,WND,Wind,3047,megawatthours,24641
2021-10-25T17,CAL,California,SUN,Solar,5309,megawatthours,23987
2021-10-25T17,CAL,California,WND,Wind,2729,megawatthours,23987
2021-10-25T16,CAL,California,SUN,Solar,4595,megawatthours,24073
2021-10-25T16,CAL,California,WND,Wind,2985,megawatthours,24073
2021-10-25T15,CAL,California,SUN,Solar,2054,megawatthours,22639
2021-10-25T15,CAL,California,WND,Wind,2782,megawatthours,22639
2021-10-25T14,CAL,California,SUN,Solar,30,megawatthours,21151
2021-10-25T14,CAL,California,WND,Wind,2693,megawatthours,21151
2021-10-25T13,CAL,California,SUN,Solar,-34,megawatthours,19828
2021-10-25T13,CAL,California,WND,Wind,2659,megawatthours,19828
2021-10-25T12,CAL,California,SUN,Solar,-34,megawatthours,18004
2021-10-25T12,CAL,California,WND,Wind,2549,megawatthours,18004
2021-10-25T11,CAL,California,SUN,Solar,-34,megawatthours,17347
2021-10-25T11,CAL,California,WND,Wind,2562,megawatthours,17347
2021-10-25T10,CAL,California,SUN,Solar,-33,megawatthours,17545
2021-10-25T10,CAL,California,WND,Wind,2600,megawatthours,17545
2021-10-25T09,CAL,California,SUN,Solar,-32,megawatthours,17762
2021-10-25T09,CAL,California,WND,Wind,2552,megawatthours,17762
2021-10-25T08,CAL,California,SUN,Solar,-33,megawatthours,18114
2021-10-25T08,CAL,California,WND,Wind,2736,megawatthours,18114
2021-10-25T07,CAL,California,SUN,Solar,-33,megawatthours,19306
2021-10-25T07,CAL,California,WND,Wind,2469,megawatthours,19306
2021-10-25T06,CAL,California,SUN,Solar,-34,megawatthours,20104
2021-10-25T06,CAL,California,WND,Wind,2263,megawatthours,20104
2021-10-25T05,CAL,California,SUN,Solar,-33,megawatthours,21336
2021-10-25T05,CAL,California,WND,Wind,1947,megawatthours,21336
2021-10-25T04,CAL,California,SUN,Solar,-34,megawatthours,22321
2021-10-25T04,CAL,California,WND,Wind,2039,megawatthours,22321
2021-10-25T03,CAL,California,SUN,Solar,-35,megawatthours,23629
2021-10-25T03,CAL,California,WND,Wind,2045,megawatthours,23629
2021-10-25T02,CAL,California,SUN,Solar,-35,megawatthours,24015
2021-10-25T02,CAL,California,WND,Wind,2066,megawatthours,24015
2021-10-25T01,CAL,California,SUN,Solar,112,megawatthours,23305
2021-10-25T01,CAL,California,WND,Wind,2384,megawatthours,23305
2021-10-25T00,CAL,California,SUN,Solar,2436,megawatthours,22189
2021-10-25T00,CAL,California,WND,Wind,2728,megawatthours,22189
2021-10-24T23,CAL,California,SUN,Solar,6509,megawatthours,22546
2021-10-24T23,CAL,California,WND,Wind,3185,megawatthours,22546
2021-10-24T22,CAL,California,SUN,Solar,7985,megawatthours,22228
2021-10-24T22,CAL,California,WND,Wind,3606,megawatthours,22228
2021-10-24T21,CAL,California,SUN,Solar,8168,megawatthours,21612
2021-10-24T21,CAL,California,WND,Wind,3828,megawatthours,21612
2021-10-24T20,CAL,California,SUN,Solar,6968,megawatthours,20809
2021-10-24T20,CAL,California,WND,Wind,3898,megawatthours,20809
2021-10-24T19,CAL,California,SUN,Solar,8258,megawatthours,21726
2021-10-24T19,CAL,California,WND,Wind,3667,megawatthours,21726
2021-10-24T18,CAL,California,SUN,Solar,8197,megawatthours,21196
2021-10-24T18,CAL,California,WND,Wind,3084,megawatthours,21196
2021-10-24T17,CAL,California,SUN,Solar,7918,megawatthours,20810
2021-10-24T17,CAL,California,WND,Wind,2989,megawatthours,20810
2021-10-24T16,CAL,California,SUN,Solar,5576,megawatthours,20244
2021-10-24T16,CAL,California,WND,Wind,2889,megawatthours,20244
2021-10-24T15,CAL,California,SUN,Solar,2599,megawatthours,19617
2021-10-24T15,CAL,California,WND,Wind,3236,megawatthours,19617
2021-10-24T14,CAL,California,SUN,Solar,60,megawatthours,18242
2021-10-24T14,CAL,California,WND,Wind,3151,megawatthours,18242
2021-10-24T13,CAL,California,SUN,Solar,-40,megawatthours,17206
2021-10-24T13,CAL,California,WND,Wind,3069,megawatthours,17206
2021-10-24T12,CAL,California,SUN,Solar,-39,megawatthours,16333
2021-10-24T12,CAL,California,WND,Wind,2800,megawatthours,16333
2021-10-24T11,CAL,California,SUN,Solar,-40,megawatthours,16230
2021-10-24T11,CAL,California,WND,Wind,2671,megawatthours,16230
2021-10-24T10,CAL,California,SUN,Solar,-38,megawatthours,16701
2021-10-24T10,CAL,California,WND,Wind,2925,megawatthours,16701
2021-10-24T09,CAL,California,SUN,Solar,-38,megawatthours,17472
2021-10-24T09,CAL,California,WND,Wind,3272,megawatthours,17472
2021-10-24T08,CAL,California,SUN,Solar,-38,megawatthours,18208
2021-10-24T08,CAL,California,WND,Wind,3344,megawatthours,18208
2021-10-24T07,CAL,California,SUN,Solar,-39,megawatthours,18786
2021-10-24T07,CAL,California,WND,Wind,3138,megawatthours,18786
2021-10-24T06,CAL,California,SUN,Solar,-39,megawatthours,20442
2021-10-24T06,CAL,California,WND,Wind,3594,megawatthours,20442
2021-10-24T05,CAL,California,SUN,Solar,-39,megawatthours,21749
2021-10-24T05,CAL,California,WND,Wind,4153,megawatthours,21749
2021-10-24T04,CAL,California,SUN,Solar,-40,megawatthours,22337
2021-10-24T04,CAL,California,WND,Wind,4190,megawatthours,22337
2021-10-24T03,CAL,California,SUN,Solar,-57,megawatthours,22162
2021-10-24T03,CAL,California,WND,Wind,3251,megawatthours,22162
2021-10-24T02,CAL,California,SUN,Solar,-55,megawatthours,22850
2021-10-24T02,CAL,California,WND,Wind,3026,megawatthours,22850
2021-10-24T01,CAL,California,SUN,Solar,80,megawatthours,22276
2021-10-24T01,CAL,California,WND,Wind,3208,megawatthours,22276
2021-10-24T00,CAL,California,SUN,Solar,2289,megawatthours,21781
2021-10-24T00,CAL,California,WND,Wind,3792,megawatthours,21781
2021-10-23T23,CAL,California,SUN,Solar,7051,megawatthours,23138
2021-10-23T23,CAL,California,WND,Wind,3899,megawatthours,23138
2021-10-23T22,CAL,California,SUN,Solar,9901,megawatthours,24304
2021-10-23T22,CAL,California,WND,Wind,4021,megawatthours,24304
2021-10-23T21,CAL,California,SUN,Solar,10530,megawatthours,23510
2021-10-23T21,CAL,California,WND,Wind,3247,megawatthours,23510
2021-10-23T20,CAL,California,SUN,Solar,9306,megawatthours,22969
2021-10-23T20,CAL,California,WND,Wind,4155,megawatthours,22969
2021-10-23T19,CAL,California,SUN,Solar,9512,megawatthours,23412
2021-10-23T19,CAL,California,WND,Wind,4474,megawatthours,23412
2021-10-23T18,CAL,California,SUN,Solar,10094,megawatthours,23670
2021-10-23T18,CAL,California,WND,Wind,3810,megawatthours,23670
2021-10-23T17,CAL,California,SUN,Solar,9579,megawatthours,23348
2021-10-23T17,CAL,California,WND,Wind,3790,megawatthours,23348
2021-10-23T16,CAL,California,SUN,Solar,7838,megawatthours,22965
2021-10-23T16,CAL,California,WND,Wind,3724,megawatthours,22965
2021-10-23T15,CAL,California,SUN,Solar,3199,megawatthours,20708
2021-10-23T15,CAL,California,WND,Wind,3909,megawatthours,20708
2021-10-23T14,CAL,California,SUN,Solar,82,megawatthours,19661
2021-10-23T14,CAL,California,WND,Wind,4252,megawatthours,19661
2021-10-23T13,CAL,California,SUN,Solar,-32,megawatthours,18556
2021-10-23T13,CAL,California,WND,Wind,4420,megawatthours,18556
2021-10-23T12,CAL,California,SUN,Solar,-32,megawatthours,17513
2021-10-23T12,CAL,California,WND,Wind,4221,megawatthours,17513
2021-10-23T11,CAL,California,SUN,Solar,-32,megawatthours,17163
2021-10-23T11,CAL,California,WND,Wind,4337,megawatthours,17163
2021-10-23T10,CAL,California,SUN,Solar,-32,megawatthours,17227
2021-10-23T10,CAL,California,WND,Wind,3865,megawatthours,17227
2021-10-23T09,CAL,California,SUN,Solar,-40,megawatthours,17715
2021-10-23T09,CAL,California,WND,Wind,3572,megawatthours,17715
2021-10-23T08,CAL,California,SUN,Solar,-41,megawatthours,18186
2021-10-23T08,CAL,California,WND,Wind,3194,megawatthours,18186
2021-10-23T07,CAL,California,SUN,Solar,-41,megawatthours,19296
2021-10-23T07,CAL,California,WND,Wind,3427,megawatthours,19296
2021-10-23T06,CAL,California,SUN,Solar,-42,megawatthours,20529
2021-10-23T06,CAL,California,WND,Wind,3595,megawatthours,20529
2021-10-23T05,CAL,California,SUN,Solar,-42,megawatthours,22264
2021-10-23T05,CAL,California,WND,Wind,3487,megawatthours,22264
2021-10-23T04,CAL,California,SUN,Solar,-43,megawatthours,24047
2021-10-23T04,CAL,California,WND,Wind,3593,megawatthours,24047
2021-10-23T03,CAL,California,SUN,Solar,-36,megawatthours,24453
2021-10-23T03,CAL,California,WND,Wind,3407,megawatthours,24453
2021-10-23T02,CAL,California,SUN,Solar,-36,megawatthours,25358
2021-10-23T02,CAL,California,WND,Wind,3518,megawatthours,25358
2021-10-23T01,CAL,California,SUN,Solar,387,megawatthours,25010
2021-10-23T01,CAL,California,WND,Wind,3249,megawatthours,25010
2021-10-23T00,CAL,California,SUN,Solar,3773,megawatthours,24205
2021-10-23T00,CAL,California,WND,Wind,3458,megawatthours,24205
2021-10-22T23,CAL,California,SUN,Solar,8358,megawatthours,25399
2021-10-22T23,CAL,California,WND,Wind,3798,megawatthours,25399
2021-10-22T22,CAL,California,SUN,Solar,10199,megawatthours,26264
2021-10-22T22,CAL,California,WND,Wind,3765,megawatthours,26264
2021-10-22T21,CAL,California,SUN,Solar,9757,megawatthours,26448
2021-10-22T21,CAL,California,WND,Wind,4084,megawatthours,26448
2021-10-22T20,CAL,California,SUN,Solar,9769,megawatthours,25732
2021-10-22T20,CAL,California,WND,Wind,3172,megawatthours,25732
2021-10-22T19,CAL,California,SUN,Solar,9885,megawatthours,24830
2021-10-22T19,CAL,California,WND,Wind,2090,megawatthours,24830
2021-10-22T18,CAL,California,SUN,Solar,9750,megawatthours,24865
2021-10-22T18,CAL,California,WND,Wind,1318,megawatthours,24865
2021-10-22T17,CAL,California,SUN,Solar,10250,megawatthours,25519
2021-10-22T17,CAL,California,WND,Wind,1059,megawatthours,25519
2021-10-22T16,CAL,California,SUN,Solar,8341,megawatthours,25051
2021-10-22T16,CAL,California,WND,Wind,1198,megawatthours,25051
2021-10-22T15,CAL,California,SUN,Solar,3280,megawatthours,23390
2021-10-22T15,CAL,California,WND,Wind,1233,megawatthours,23390
2021-10-22T14,CAL,California,SUN,Solar,74,megawatthours,22105
2021-10-22T14,CAL,California,WND,Wind,1685,megawatthours,22105
2021-10-22T13,CAL,California,SUN,Solar,-39,megawatthours,20905
2021-10-22T13,CAL,California,WND,Wind,1337,megawatthours,20905
2021-10-22T12,CAL,California,SUN,Solar,-38,megawatthours,19157
2021-10-22T12,CAL,California,WND,Wind,841,megawatthours,19157
2021-10-22T11,CAL,California,SUN,Solar,-38,megawatthours,17774
2021-10-22T11,CAL,California,WND,Wind,581,megawatthours,17774
2021-10-22T10,CAL,California,SUN,Solar,-38,megawatthours,17339
2021-10-22T10,CAL,California,WND,Wind,773,megawatthours,17339
2021-10-22T09,CAL,California,SUN,Solar,-37,megawatthours,17420
2021-10-22T09,CAL,California,WND,Wind,698,megawatthours,17420
2021-10-22T08,CAL,California,SUN,Solar,-37,megawatthours,18114
2021-10-22T08,CAL,California,WND,Wind,795,megawatthours,18114
2021-10-22T07,CAL,California,SUN,Solar,-45,megawatthours,19166
2021-10-22T07,CAL,California,WND,Wind,963,megawatthours,19166
2021-10-22T06,CAL,California,SUN,Solar,-52,megawatthours,20691
2021-10-22T06,CAL,California,WND,Wind,845,megawatthours,20691
2021-10-22T05,CAL,California,SUN,Solar,-52,megawatthours,22508
2021-10-22T05,CAL,California,WND,Wind,631,megawatthours,22508
2021-10-22T04,CAL,California,SUN,Solar,-53,megawatthours,24187
2021-10-22T04,CAL,California,WND,Wind,614,megawatthours,24187
2021-10-22T03,CAL,California,SUN,Solar,-68,megawatthours,25475
2021-10-22T03,CAL,California,WND,Wind,614,megawatthours,25475
2021-10-22T02,CAL,California,SUN,Solar,-24,megawatthours,26691
2021-10-22T02,CAL,California,WND,Wind,541,megawatthours,26691
2021-10-22T01,CAL,California,SUN,Solar,401,megawatthours,26451
2021-10-22T01,CAL,California,WND,Wind,507,megawatthours,26451
2021-10-22T00,CAL,California,SUN,Solar,3456,megawatthours,25821
2021-10-22T00,CAL,California,WND,Wind,400,megawatthours,25821
2021-10-21T23,CAL,California,SUN,Solar,8594,megawatthours,26824
2021-10-21T23,CAL,California,WND,Wind,343,megawatthours,26824
2021-10-21T22,CAL,California,SUN,Solar,9115,megawatthours,25209
2021-10-21T22,CAL,California,WND,Wind,372,megawatthours,25209
2021-10-21T21,CAL,California,SUN,Solar,10346,megawatthours,24937
2021-10-21T21,CAL,California,WND,Wind,437,megawatthours,24937
2021-10-21T20,CAL,California,SUN,Solar,11577,megawatthours,25223
2021-10-21T20,CAL,California,WND,Wind,536,megawatthours,25223
2021-10-21T19,CAL,California,SUN,Solar,11185,megawatthours,24750
2021-10-21T19,CAL,California,WND,Wind,457,megawatthours,24750
2021-10-21T18,CAL,California,SUN,Solar,11572,megawatthours,25021
2021-10-21T18,CAL,California,WND,Wind,261,megawatthours,25021
2021-10-21T17,CAL,California,SUN,Solar,11274,megawatthours,25067
2021-10-21T17,CAL,California,WND,Wind,341,megawatthours,25067
